ID,location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
551,Bulgaria,26/02/2021,70-79,3.4,0.4
552,Bulgaria,26/02/2021,80+,2.07,0.28
553,Bulgaria,5/03/2021,18-24,0.96,0.11
554,Bulgaria,5/03/2021,25-49,2.86,0.66
555,Bulgaria,5/03/2021,50-59,5.73,1.66
556,Bulgaria,5/03/2021,60-69,6.38,1.4
557,Bulgaria,5/03/2021,70-79,5.64,0.5
558,Bulgaria,5/03/2021,80+,3.29,0.39
559,Bulgaria,12/03/2021,18-24,1.15,0.14
560,Bulgaria,12/03/2021,25-49,3.28,0.78
561,Bulgaria,12/03/2021,50-59,6.5,1.92
562,Bulgaria,12/03/2021,60-69,7.53,1.61
563,Bulgaria,12/03/2021,70-79,7.04,0.59
564,Bulgaria,12/03/2021,80+,4.14,0.45
565,Bulgaria,19/03/2021,18-24,1.26,0.2
566,Bulgaria,19/03/2021,25-49,3.56,0.96
567,Bulgaria,19/03/2021,50-59,6.92,2.25
568,Bulgaria,19/03/2021,60-69,7.9,1.95
569,Bulgaria,19/03/2021,70-79,7.31,0.82
570,Bulgaria,19/03/2021,80+,4.31,0.56
571,Bulgaria,26/03/2021,18-24,1.58,0.29
572,Bulgaria,26/03/2021,25-49,4.25,1.18
573,Bulgaria,26/03/2021,50-59,7.93,2.66
574,Bulgaria,26/03/2021,60-69,9.11,2.42
575,Bulgaria,26/03/2021,70-79,8.6,1.15
576,Bulgaria,26/03/2021,80+,5.08,0.69
577,Bulgaria,2/04/2021,18-24,1.94,0.36
578,Bulgaria,2/04/2021,25-49,5,1.37
579,Bulgaria,2/04/2021,50-59,9,2.97
580,Bulgaria,2/04/2021,60-69,10.38,2.71
581,Bulgaria,2/04/2021,70-79,10,1.38
582,Bulgaria,2/04/2021,80+,5.99,0.83
583,Bulgaria,9/04/2021,18-24,2.23,0.43
584,Bulgaria,9/04/2021,25-49,5.6,1.58
585,Bulgaria,9/04/2021,50-59,9.94,3.29
586,Bulgaria,9/04/2021,60-69,11.9,2.98
587,Bulgaria,9/04/2021,70-79,11.91,1.56
588,Bulgaria,9/04/2021,80+,7.24,0.93
589,Bulgaria,16/04/2021,18-24,2.48,0.52
590,Bulgaria,16/04/2021,25-49,6.16,1.83
591,Bulgaria,16/04/2021,50-59,10.8,3.68
592,Bulgaria,16/04/2021,60-69,13.25,3.31
593,Bulgaria,16/04/2021,70-79,13.56,1.78
594,Bulgaria,16/04/2021,80+,8.3,1.08
595,Bulgaria,23/04/2021,18-24,2.76,0.71
596,Bulgaria,23/04/2021,25-49,6.78,2.37
597,Bulgaria,23/04/2021,50-59,11.67,4.49
598,Bulgaria,23/04/2021,60-69,14.49,4.11
599,Bulgaria,23/04/2021,70-79,15.02,2.47
600,Bulgaria,23/04/2021,80+,9.21,1.5
601,Bulgaria,30/04/2021,18-24,3.14,0.95
602,Bulgaria,30/04/2021,25-49,7.43,3.02
603,Bulgaria,30/04/2021,50-59,12.56,5.54
604,Bulgaria,30/04/2021,60-69,15.68,5.43
605,Bulgaria,30/04/2021,70-79,16.33,3.93
606,Bulgaria,30/04/2021,80+,10.07,2.38
607,Bulgaria,7/05/2021,18-24,3.58,1.3
608,Bulgaria,7/05/2021,25-49,7.98,3.8
609,Bulgaria,7/05/2021,50-59,13.23,6.95
610,Bulgaria,7/05/2021,60-69,16.53,7.56
611,Bulgaria,7/05/2021,70-79,17.22,6.39
612,Bulgaria,7/05/2021,80+,10.62,3.8
613,Bulgaria,14/05/2021,18-24,4.04,1.83
614,Bulgaria,14/05/2021,25-49,8.69,5.07
615,Bulgaria,14/05/2021,50-59,14.19,9.14
616,Bulgaria,14/05/2021,60-69,17.87,10.89
617,Bulgaria,14/05/2021,70-79,18.85,10.57
618,Bulgaria,14/05/2021,80+,11.7,6.39
619,Bulgaria,21/05/2021,18-24,4.48,2.36
620,Bulgaria,21/05/2021,25-49,9.37,6.09
621,Bulgaria,21/05/2021,50-59,15.14,10.72
622,Bulgaria,21/05/2021,60-69,19.31,13.15
623,Bulgaria,21/05/2021,70-79,20.64,13.36
624,Bulgaria,21/05/2021,80+,12.92,8.1
625,Bulgaria,28/05/2021,18-24,4.82,2.88
626,Bulgaria,28/05/2021,25-49,9.86,6.86
627,Bulgaria,28/05/2021,50-59,15.83,11.73
628,Bulgaria,28/05/2021,60-69,20.35,14.42
629,Bulgaria,28/05/2021,70-79,21.89,14.71
630,Bulgaria,28/05/2021,80+,13.82,8.96
631,Bulgaria,4/06/2021,18-24,5.21,3.51
632,Bulgaria,4/06/2021,25-49,10.37,7.85
633,Bulgaria,4/06/2021,50-59,16.5,13.04
634,Bulgaria,4/06/2021,60-69,21.25,16.26
635,Bulgaria,4/06/2021,70-79,22.99,16.94
636,Bulgaria,4/06/2021,80+,14.6,10.37
637,Bulgaria,11/06/2021,18-24,5.62,4.13
638,Bulgaria,11/06/2021,25-49,10.88,8.86
639,Bulgaria,11/06/2021,50-59,17.16,14.42
640,Bulgaria,11/06/2021,60-69,22.12,18.23
641,Bulgaria,11/06/2021,70-79,24.01,19.39
642,Bulgaria,11/06/2021,80+,15.33,12.05
643,Bulgaria,18/06/2021,18-24,6.02,4.65
644,Bulgaria,18/06/2021,25-49,11.35,9.59
645,Bulgaria,18/06/2021,50-59,17.78,15.4
646,Bulgaria,18/06/2021,60-69,22.84,19.62
647,Bulgaria,18/06/2021,70-79,24.8,21.07
648,Bulgaria,18/06/2021,80+,15.88,13.24
649,Bulgaria,25/06/2021,18-24,6.35,5.12
650,Bulgaria,25/06/2021,25-49,11.75,10.18
651,Bulgaria,25/06/2021,50-59,18.34,16.16
652,Bulgaria,25/06/2021,60-69,23.5,20.65
653,Bulgaria,25/06/2021,70-79,25.53,22.28
654,Bulgaria,25/06/2021,80+,16.37,14.11
655,Bulgaria,2/07/2021,18-24,6.7,5.58
656,Bulgaria,2/07/2021,25-49,12.17,10.74
657,Bulgaria,2/07/2021,50-59,18.88,16.9
658,Bulgaria,2/07/2021,60-69,24.13,21.58
659,Bulgaria,2/07/2021,70-79,26.17,23.38
660,Bulgaria,2/07/2021,80+,16.79,14.87
661,Bulgaria,9/07/2021,18-24,7.15,6.01
662,Bulgaria,9/07/2021,25-49,12.66,11.25
663,Bulgaria,9/07/2021,50-59,19.54,17.56
664,Bulgaria,9/07/2021,60-69,24.84,22.37
665,Bulgaria,9/07/2021,70-79,26.88,24.25
666,Bulgaria,9/07/2021,80+,17.26,15.49
667,Bulgaria,16/07/2021,18-24,7.59,6.43
668,Bulgaria,16/07/2021,25-49,13.21,11.78
669,Bulgaria,16/07/2021,50-59,20.2,18.22
670,Bulgaria,16/07/2021,60-69,25.49,23.1
671,Bulgaria,16/07/2021,70-79,27.52,25.05
672,Bulgaria,16/07/2021,80+,17.67,16
673,Bulgaria,23/07/2021,18-24,8.05,6.86
674,Bulgaria,23/07/2021,25-49,13.75,12.29
675,Bulgaria,23/07/2021,50-59,20.86,18.83
676,Bulgaria,23/07/2021,60-69,26.09,23.76
677,Bulgaria,23/07/2021,70-79,28.11,25.74
678,Bulgaria,23/07/2021,80+,18.05,16.47
679,Bulgaria,30/07/2021,18-24,8.55,7.35
680,Bulgaria,30/07/2021,25-49,14.37,12.85
681,Bulgaria,30/07/2021,50-59,21.58,19.51
682,Bulgaria,30/07/2021,60-69,26.77,24.46
683,Bulgaria,30/07/2021,70-79,28.74,26.44
684,Bulgaria,30/07/2021,80+,18.46,16.95
685,Bulgaria,6/08/2021,18-24,9.09,7.85
686,Bulgaria,6/08/2021,25-49,15.02,13.45
687,Bulgaria,6/08/2021,50-59,22.34,20.2
688,Bulgaria,6/08/2021,60-69,27.5,25.13
689,Bulgaria,6/08/2021,70-79,29.4,27.09
690,Bulgaria,6/08/2021,80+,18.88,17.36
691,Bulgaria,13/08/2021,18-24,9.6,8.37
692,Bulgaria,13/08/2021,25-49,15.68,14.08
693,Bulgaria,13/08/2021,50-59,23.08,20.91
694,Bulgaria,13/08/2021,60-69,28.16,25.75
695,Bulgaria,13/08/2021,70-79,30.02,27.7
696,Bulgaria,13/08/2021,80+,19.28,17.75
697,Bulgaria,20/08/2021,18-24,10.17,8.95
698,Bulgaria,20/08/2021,25-49,16.38,14.79
699,Bulgaria,20/08/2021,50-59,23.81,21.69
700,Bulgaria,20/08/2021,60-69,28.81,26.45
701,Bulgaria,20/08/2021,70-79,30.61,28.33
702,Bulgaria,20/08/2021,80+,19.67,18.16
703,Bulgaria,27/08/2021,18-24,10.9,9.64
704,Bulgaria,27/08/2021,25-49,17.17,15.57
705,Bulgaria,27/08/2021,50-59,24.6,22.52
706,Bulgaria,27/08/2021,60-69,29.48,27.21
707,Bulgaria,27/08/2021,70-79,31.2,29
708,Bulgaria,27/08/2021,80+,20.07,18.59
709,Bulgaria,3/09/2021,18-24,11.62,10.33
710,Bulgaria,3/09/2021,25-49,17.94,16.35
711,Bulgaria,3/09/2021,50-59,25.34,23.35
712,Bulgaria,3/09/2021,60-69,30.06,27.9
713,Bulgaria,3/09/2021,70-79,31.73,29.64
714,Bulgaria,3/09/2021,80+,20.41,19.01
715,Bulgaria,10/09/2021,18-24,12.22,10.96
716,Bulgaria,10/09/2021,25-49,18.51,17.01
717,Bulgaria,10/09/2021,50-59,25.87,24.04
718,Bulgaria,10/09/2021,60-69,30.49,28.52
719,Bulgaria,10/09/2021,70-79,32.13,30.21
720,Bulgaria,10/09/2021,80+,20.68,19.38
721,Bulgaria,17/09/2021,18-24,12.83,11.66
722,Bulgaria,17/09/2021,25-49,19.06,17.72
723,Bulgaria,17/09/2021,50-59,26.39,24.78
724,Bulgaria,17/09/2021,60-69,30.92,29.18
725,Bulgaria,17/09/2021,70-79,32.53,30.8
726,Bulgaria,17/09/2021,80+,20.96,19.77
727,Bulgaria,24/09/2021,18-24,13.22,12.22
728,Bulgaria,24/09/2021,25-49,19.46,18.32
729,Bulgaria,24/09/2021,50-59,26.81,25.4
730,Bulgaria,24/09/2021,60-69,31.25,29.7
731,Bulgaria,24/09/2021,70-79,32.83,31.3
732,Bulgaria,24/09/2021,80+,21.17,20.11
733,Bulgaria,1/10/2021,18-24,13.6,12.71
734,Bulgaria,1/10/2021,25-49,19.88,18.84
735,Bulgaria,1/10/2021,50-59,27.22,25.92
736,Bulgaria,1/10/2021,60-69,31.58,30.14
737,Bulgaria,1/10/2021,70-79,33.13,31.71
738,Bulgaria,1/10/2021,80+,21.37,20.38
739,Bulgaria,8/10/2021,18-24,13.9,13.16
740,Bulgaria,8/10/2021,25-49,20.24,19.27
741,Bulgaria,8/10/2021,50-59,27.58,26.36
742,Bulgaria,8/10/2021,60-69,31.89,30.54
743,Bulgaria,8/10/2021,70-79,33.41,32.1
744,Bulgaria,8/10/2021,80+,21.54,20.65
745,Bulgaria,15/10/2021,18-24,14.28,13.56
746,Bulgaria,15/10/2021,25-49,20.7,19.71
747,Bulgaria,15/10/2021,50-59,28,26.79
748,Bulgaria,15/10/2021,60-69,32.25,30.9
749,Bulgaria,15/10/2021,70-79,33.71,32.43
750,Bulgaria,15/10/2021,80+,21.72,20.86
751,Croatia,1/01/2021,18-24,0,0
752,Croatia,1/01/2021,25-49,0.03,0
753,Croatia,1/01/2021,50-59,0.04,0
754,Croatia,1/01/2021,60-69,0.03,0
755,Croatia,1/01/2021,70-79,0.1,0
756,Croatia,1/01/2021,80+,0.41,0
757,Croatia,8/01/2021,18-24,0.17,0
758,Croatia,8/01/2021,25-49,0.74,0
759,Croatia,8/01/2021,50-59,1.06,0
760,Croatia,8/01/2021,60-69,0.74,0
761,Croatia,8/01/2021,70-79,0.99,0
762,Croatia,8/01/2021,80+,3.3,0
763,Croatia,15/01/2021,18-24,0.28,0
764,Croatia,15/01/2021,25-49,1.2,0
765,Croatia,15/01/2021,50-59,1.82,0
766,Croatia,15/01/2021,60-69,1.27,0
767,Croatia,15/01/2021,70-79,1.54,0.02
768,Croatia,15/01/2021,80+,4.33,0.1
769,Croatia,22/01/2021,18-24,0.35,0.04
770,Croatia,22/01/2021,25-49,1.51,0.21
771,Croatia,22/01/2021,50-59,2.31,0.32
772,Croatia,22/01/2021,60-69,1.68,0.22
773,Croatia,22/01/2021,70-79,1.99,0.43
774,Croatia,22/01/2021,80+,5.13,1.78
775,Croatia,29/01/2021,18-24,0.37,0.13
776,Croatia,29/01/2021,25-49,1.55,0.6
777,Croatia,29/01/2021,50-59,2.37,0.89
778,Croatia,29/01/2021,60-69,1.74,0.62
779,Croatia,29/01/2021,70-79,2.06,0.82
780,Croatia,29/01/2021,80+,5.25,2.9
781,Croatia,5/02/2021,18-24,0.38,0.23
782,Croatia,5/02/2021,25-49,1.59,1
783,Croatia,5/02/2021,50-59,2.45,1.51
784,Croatia,5/02/2021,60-69,1.83,1.07
785,Croatia,5/02/2021,70-79,2.18,1.25
786,Croatia,5/02/2021,80+,5.4,3.77
787,Croatia,12/02/2021,18-24,0.44,0.32
788,Croatia,12/02/2021,25-49,1.79,1.4
789,Croatia,12/02/2021,50-59,2.82,2.13
790,Croatia,12/02/2021,60-69,2.4,1.54
791,Croatia,12/02/2021,70-79,3.09,1.73
792,Croatia,12/02/2021,80+,6.46,4.63
793,Croatia,19/02/2021,18-24,0.57,0.34
794,Croatia,19/02/2021,25-49,2.18,1.51
795,Croatia,19/02/2021,50-59,3.56,2.31
796,Croatia,19/02/2021,60-69,3.54,1.7
797,Croatia,19/02/2021,70-79,5.46,1.97
798,Croatia,19/02/2021,80+,11.42,4.98
799,Croatia,26/02/2021,18-24,0.67,0.36
800,Croatia,26/02/2021,25-49,2.51,1.54
801,Croatia,26/02/2021,50-59,4.27,2.37
802,Croatia,26/02/2021,60-69,5.31,1.78
803,Croatia,26/02/2021,70-79,10.58,2.08
804,Croatia,26/02/2021,80+,21.7,5.12
805,Croatia,5/03/2021,18-24,0.74,0.38
806,Croatia,5/03/2021,25-49,2.77,1.63
807,Croatia,5/03/2021,50-59,4.9,2.5
808,Croatia,5/03/2021,60-69,7.19,1.92
809,Croatia,5/03/2021,70-79,16.46,2.27
810,Croatia,5/03/2021,80+,27.88,5.43
811,Croatia,12/03/2021,18-24,0.95,0.45
812,Croatia,12/03/2021,25-49,3.07,1.82
813,Croatia,12/03/2021,50-59,5.61,2.83
814,Croatia,12/03/2021,60-69,9.44,2.27
815,Croatia,12/03/2021,70-79,22.42,2.82
816,Croatia,12/03/2021,80+,32.11,6.62
817,Croatia,19/03/2021,18-24,1.06,0.51
818,Croatia,19/03/2021,25-49,3.4,2.01
819,Croatia,19/03/2021,50-59,6.48,3.15
820,Croatia,19/03/2021,60-69,12.21,2.75
821,Croatia,19/03/2021,70-79,28.27,3.84
822,Croatia,19/03/2021,80+,34.75,8.34
823,Croatia,26/03/2021,18-24,1.19,0.53
824,Croatia,26/03/2021,25-49,3.77,2.1
825,Croatia,26/03/2021,50-59,7.47,3.33
826,Croatia,26/03/2021,60-69,15.33,3.08
827,Croatia,26/03/2021,70-79,33.65,4.55
828,Croatia,26/03/2021,80+,37.04,9.43
829,Croatia,2/04/2021,18-24,1.36,0.57
830,Croatia,2/04/2021,25-49,4.14,2.22
831,Croatia,2/04/2021,50-59,8.52,3.54
832,Croatia,2/04/2021,60-69,18.83,3.51
833,Croatia,2/04/2021,70-79,38.77,5.7
834,Croatia,2/04/2021,80+,39.14,11.11
835,Croatia,9/04/2021,18-24,1.48,0.61
836,Croatia,9/04/2021,25-49,4.63,2.33
837,Croatia,9/04/2021,50-59,9.98,3.75
838,Croatia,9/04/2021,60-69,22.74,4.04
839,Croatia,9/04/2021,70-79,42.63,7.19
840,Croatia,9/04/2021,80+,40.53,12.7
841,Croatia,16/04/2021,18-24,1.79,0.68
842,Croatia,16/04/2021,25-49,5.57,2.56
843,Croatia,16/04/2021,50-59,12.34,4.27
844,Croatia,16/04/2021,60-69,28.25,5.43
845,Croatia,16/04/2021,70-79,46.87,10.78
846,Croatia,16/04/2021,80+,42.29,16.33
847,Croatia,23/04/2021,18-24,2.36,0.75
848,Croatia,23/04/2021,25-49,6.51,2.78
849,Croatia,23/04/2021,50-59,14.53,4.79
850,Croatia,23/04/2021,60-69,32.76,6.99
851,Croatia,23/04/2021,70-79,51.1,14.07
852,Croatia,23/04/2021,80+,44.08,18.83
853,Croatia,30/04/2021,18-24,2.8,0.85
854,Croatia,30/04/2021,25-49,8.15,3.06
855,Croatia,30/04/2021,50-59,17.82,5.46
856,Croatia,30/04/2021,60-69,37.35,9
857,Croatia,30/04/2021,70-79,54.54,17.84
858,Croatia,30/04/2021,80+,45.71,21.64
859,Croatia,7/05/2021,18-24,4.1,1.11
860,Croatia,7/05/2021,25-49,12.57,3.57
861,Croatia,7/05/2021,50-59,25.59,6.62
862,Croatia,7/05/2021,60-69,45.49,12.07
863,Croatia,7/05/2021,70-79,59.41,23.58
864,Croatia,7/05/2021,80+,48.11,26.35
865,Croatia,14/05/2021,18-24,6.5,1.28
866,Croatia,14/05/2021,25-49,18.26,4.11
867,Croatia,14/05/2021,50-59,33.11,7.9
868,Croatia,14/05/2021,60-69,51.58,15.61
869,Croatia,14/05/2021,70-79,63.04,29.55
870,Croatia,14/05/2021,80+,50.2,31.61
871,Croatia,21/05/2021,18-24,9.35,1.55
872,Croatia,21/05/2021,25-49,23.32,4.81
873,Croatia,21/05/2021,50-59,39.19,9.49
874,Croatia,21/05/2021,60-69,55.84,19.3
875,Croatia,21/05/2021,70-79,65.57,35.17
876,Croatia,21/05/2021,80+,51.64,36.61
877,Croatia,28/05/2021,18-24,11.88,1.96
878,Croatia,28/05/2021,25-49,26.78,5.98
879,Croatia,28/05/2021,50-59,42.78,12.08
880,Croatia,28/05/2021,60-69,58.55,24.57
881,Croatia,28/05/2021,70-79,67.35,41.74
882,Croatia,28/05/2021,80+,52.68,40.07
883,Croatia,4/06/2021,18-24,13.65,2.64
884,Croatia,4/06/2021,25-49,28.89,7.29
885,Croatia,4/06/2021,50-59,44.73,14.66
886,Croatia,4/06/2021,60-69,60.05,28.94
887,Croatia,4/06/2021,70-79,68.37,46.29
888,Croatia,4/06/2021,80+,53.31,42.26
889,Croatia,11/06/2021,18-24,16.22,3.93
890,Croatia,11/06/2021,25-49,30.86,10.77
891,Croatia,11/06/2021,50-59,46.64,20.42
892,Croatia,11/06/2021,60-69,61.53,36.25
893,Croatia,11/06/2021,70-79,69.35,52.23
894,Croatia,11/06/2021,80+,53.93,44.95
895,Croatia,18/06/2021,18-24,17.28,5.72
896,Croatia,18/06/2021,25-49,31.94,15.39
897,Croatia,18/06/2021,50-59,47.76,27.64
898,Croatia,18/06/2021,60-69,62.43,43.71
899,Croatia,18/06/2021,70-79,69.99,57.49
900,Croatia,18/06/2021,80+,54.32,47.45
901,Croatia,25/06/2021,18-24,18.05,7.73
902,Croatia,25/06/2021,25-49,32.65,19.28
903,Croatia,25/06/2021,50-59,48.51,32.92
904,Croatia,25/06/2021,60-69,63,48.7
905,Croatia,25/06/2021,70-79,70.41,60.75
906,Croatia,25/06/2021,80+,54.58,49.09
907,Croatia,2/07/2021,18-24,19.13,10.31
908,Croatia,2/07/2021,25-49,33.68,23.57
909,Croatia,2/07/2021,50-59,49.61,38.33
910,Croatia,2/07/2021,60-69,63.92,53.61
911,Croatia,2/07/2021,70-79,71.06,63.97
912,Croatia,2/07/2021,80+,54.98,50.62
913,Croatia,9/07/2021,18-24,20.71,13.06
914,Croatia,9/07/2021,25-49,35.12,26.86
915,Croatia,9/07/2021,50-59,51.05,42.03
916,Croatia,9/07/2021,60-69,65.01,57.24
917,Croatia,9/07/2021,70-79,71.77,66.14
918,Croatia,9/07/2021,80+,55.43,51.71
919,Croatia,16/07/2021,18-24,22.01,15
920,Croatia,16/07/2021,25-49,36.3,29.16
921,Croatia,16/07/2021,50-59,52.18,44.28
922,Croatia,16/07/2021,60-69,65.83,59.05
923,Croatia,16/07/2021,70-79,72.31,67.32
924,Croatia,16/07/2021,80+,55.8,52.4
925,Croatia,23/07/2021,18-24,23.17,17.28
926,Croatia,23/07/2021,25-49,37.31,31.41
927,Croatia,23/07/2021,50-59,53.14,46.63
928,Croatia,23/07/2021,60-69,66.52,61
929,Croatia,23/07/2021,70-79,72.79,68.6
930,Croatia,23/07/2021,80+,56.15,53.13
931,Croatia,30/07/2021,18-24,24.16,18.89
932,Croatia,30/07/2021,25-49,38.18,33.06
933,Croatia,30/07/2021,50-59,53.91,48.54
934,Croatia,30/07/2021,60-69,67.07,62.58
935,Croatia,30/07/2021,70-79,73.15,69.61
936,Croatia,30/07/2021,80+,56.44,53.73
937,Croatia,6/08/2021,18-24,24.75,19.9
938,Croatia,6/08/2021,25-49,38.71,34.09
939,Croatia,6/08/2021,50-59,54.36,49.68
940,Croatia,6/08/2021,60-69,67.41,63.49
941,Croatia,6/08/2021,70-79,73.38,70.21
942,Croatia,6/08/2021,80+,56.62,54.14
943,Croatia,13/08/2021,18-24,25.31,21.01
944,Croatia,13/08/2021,25-49,39.24,35.12
945,Croatia,13/08/2021,50-59,54.79,50.7
946,Croatia,13/08/2021,60-69,67.74,64.28
947,Croatia,13/08/2021,70-79,73.59,70.76
948,Croatia,13/08/2021,80+,56.78,54.47
949,Croatia,20/08/2021,18-24,25.93,22.08
950,Croatia,20/08/2021,25-49,39.84,36.08
951,Croatia,20/08/2021,50-59,55.32,51.62
952,Croatia,20/08/2021,60-69,68.13,64.97
953,Croatia,20/08/2021,70-79,73.84,71.23
954,Croatia,20/08/2021,80+,56.95,54.81
955,Croatia,27/08/2021,18-24,26.68,23.14
956,Croatia,27/08/2021,25-49,40.58,37.03
957,Croatia,27/08/2021,50-59,55.95,52.43
958,Croatia,27/08/2021,60-69,68.59,65.61
959,Croatia,27/08/2021,70-79,74.15,71.67
960,Croatia,27/08/2021,80+,57.19,55.11
961,Croatia,3/09/2021,18-24,27.39,23.94
962,Croatia,3/09/2021,25-49,41.27,37.77
963,Croatia,3/09/2021,50-59,56.54,53.09
964,Croatia,3/09/2021,60-69,69.03,66.11
965,Croatia,3/09/2021,70-79,74.48,72.03
966,Croatia,3/09/2021,80+,57.43,55.36
967,Croatia,10/09/2021,18-24,28,24.62
968,Croatia,10/09/2021,25-49,41.84,38.42
969,Croatia,10/09/2021,50-59,57.04,53.63
970,Croatia,10/09/2021,60-69,69.43,66.52
971,Croatia,10/09/2021,70-79,74.76,72.33
972,Croatia,10/09/2021,80+,57.65,55.58
973,Croatia,17/09/2021,18-24,28.76,25.37
974,Croatia,17/09/2021,25-49,42.59,39.12
975,Croatia,17/09/2021,50-59,57.69,54.24
976,Croatia,17/09/2021,60-69,69.92,66.99
977,Croatia,17/09/2021,70-79,75.12,72.65
978,Croatia,17/09/2021,80+,57.92,55.82
979,Croatia,24/09/2021,18-24,29.66,26.18
980,Croatia,24/09/2021,25-49,43.31,39.85
981,Croatia,24/09/2021,50-59,58.29,54.88
982,Croatia,24/09/2021,60-69,70.39,67.48
983,Croatia,24/09/2021,70-79,75.47,73.01
984,Croatia,24/09/2021,80+,58.22,56.1
985,Croatia,1/10/2021,18-24,30.59,26.93
986,Croatia,1/10/2021,25-49,44.05,40.53
987,Croatia,1/10/2021,50-59,58.91,55.49
988,Croatia,1/10/2021,60-69,70.84,67.93
989,Croatia,1/10/2021,70-79,75.81,73.34
990,Croatia,1/10/2021,80+,58.51,56.36
991,Croatia,8/10/2021,18-24,31.4,27.51
992,Croatia,8/10/2021,25-49,44.7,41.12
993,Croatia,8/10/2021,50-59,59.45,56
994,Croatia,8/10/2021,60-69,71.24,68.34
995,Croatia,8/10/2021,70-79,76.11,73.66
996,Croatia,8/10/2021,80+,58.8,56.61
997,Croatia,15/10/2021,18-24,31.96,28.11
998,Croatia,15/10/2021,25-49,45.22,41.7
999,Croatia,15/10/2021,50-59,59.85,56.48
1000,Croatia,15/10/2021,60-69,71.54,68.75
1001,Croatia,15/10/2021,70-79,76.32,73.97
1002,Croatia,15/10/2021,80+,59.03,56.85
1003,Croatia,22/10/2021,18-24,31.99,28.15
1004,Croatia,22/10/2021,25-49,45.26,41.75
1005,Croatia,22/10/2021,50-59,59.87,56.52
1006,Croatia,22/10/2021,60-69,71.57,68.78
1007,Croatia,22/10/2021,70-79,76.34,74
1008,Croatia,22/10/2021,80+,59.04,56.87
1009,Cyprus,1/01/2021,18-24,0.01,0
1010,Cyprus,1/01/2021,25-49,0.02,0
1011,Cyprus,1/01/2021,50-59,0.02,0
1012,Cyprus,1/01/2021,60-69,0.04,0
1013,Cyprus,1/01/2021,70-79,0.04,0
1014,Cyprus,1/01/2021,80+,0.65,0
1015,Cyprus,8/01/2021,18-24,0.07,0
1016,Cyprus,8/01/2021,25-49,0.59,0
1017,Cyprus,8/01/2021,50-59,0.85,0
1018,Cyprus,8/01/2021,60-69,0.79,0
1019,Cyprus,8/01/2021,70-79,0.73,0
1020,Cyprus,8/01/2021,80+,5.74,0
1021,Cyprus,15/01/2021,18-24,0.09,0
1022,Cyprus,15/01/2021,25-49,0.8,0.02
1023,Cyprus,15/01/2021,50-59,1.16,0.01
1024,Cyprus,15/01/2021,60-69,1.1,0.03
1025,Cyprus,15/01/2021,70-79,0.92,0.04
1026,Cyprus,15/01/2021,80+,14.6,0.59
1027,Cyprus,22/01/2021,18-24,0.13,0.03
1028,Cyprus,22/01/2021,25-49,0.89,0.24
1029,Cyprus,22/01/2021,50-59,1.34,0.34
1030,Cyprus,22/01/2021,60-69,1.26,0.39
1031,Cyprus,22/01/2021,70-79,1.12,0.42
1032,Cyprus,22/01/2021,80+,26.7,2.59
1033,Cyprus,29/01/2021,18-24,0.15,0.06
1034,Cyprus,29/01/2021,25-49,0.94,0.55
1035,Cyprus,29/01/2021,50-59,1.41,0.77
1036,Cyprus,29/01/2021,60-69,1.33,0.72
1037,Cyprus,29/01/2021,70-79,1.27,0.66
1038,Cyprus,29/01/2021,80+,38.69,5.18
1039,Cyprus,5/02/2021,18-24,0.16,0.08
1040,Cyprus,5/02/2021,25-49,1.01,0.74
1041,Cyprus,5/02/2021,50-59,1.53,1.08
1042,Cyprus,5/02/2021,60-69,1.44,1.02
1043,Cyprus,5/02/2021,70-79,1.55,0.84
1044,Cyprus,5/02/2021,80+,46.98,13.9
1045,Cyprus,12/02/2021,18-24,0.19,0.12
1046,Cyprus,12/02/2021,25-49,1.17,0.84
1047,Cyprus,12/02/2021,50-59,1.81,1.24
1048,Cyprus,12/02/2021,60-69,1.75,1.18
1049,Cyprus,12/02/2021,70-79,2.64,1.03
1050,Cyprus,12/02/2021,80+,61.21,25.28
1051,Cyprus,19/02/2021,18-24,0.36,0.13
1052,Cyprus,19/02/2021,25-49,1.41,0.88
1053,Cyprus,19/02/2021,50-59,2.12,1.32
1054,Cyprus,19/02/2021,60-69,2.11,1.26
1055,Cyprus,19/02/2021,70-79,9.83,1.18
1056,Cyprus,19/02/2021,80+,71.2,37.12
1057,Cyprus,26/02/2021,18-24,0.46,0.15
1058,Cyprus,26/02/2021,25-49,1.53,0.97
1059,Cyprus,26/02/2021,50-59,2.28,1.45
1060,Cyprus,26/02/2021,60-69,2.32,1.37
1061,Cyprus,26/02/2021,70-79,31.13,1.47
1062,Cyprus,26/02/2021,80+,74.96,45.9
1063,Cyprus,5/03/2021,18-24,0.52,0.17
1064,Cyprus,5/03/2021,25-49,1.73,1.04
1065,Cyprus,5/03/2021,50-59,2.52,1.59
1066,Cyprus,5/03/2021,60-69,3.27,1.55
1067,Cyprus,5/03/2021,70-79,49.35,2.51
1068,Cyprus,5/03/2021,80+,77.58,59.92
1069,Cyprus,12/03/2021,18-24,0.63,0.17
1070,Cyprus,12/03/2021,25-49,1.89,1.06
1071,Cyprus,12/03/2021,50-59,2.75,1.65
1072,Cyprus,12/03/2021,60-69,9.31,1.61
